strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Indiana/A01203372/2012|04/03/2012|Indiana	2012-04-03	Indiana	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Illinois/A01327629/2012|04/15/2012|Illinois	2012-04-15	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01327903/2012|05/08/2012|Illinois	2012-05-08	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01327905/2012|05/08/2012|Illinois	2012-05-08	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01203503/2012|05/09/2012|Iowa	2012-05-09	Iowa	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A01203509/2012|05/09/2012|Indiana	2012-05-09	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01203522/2012|05/15/2012|Indiana	2012-05-15	Indiana	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A01203521/2012|05/15/2012|Indiana	2012-05-15	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/North_Carolina/A01270394/2012|05/31/2012|North_Carolina	2012-05-31	North Carolina	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/6/2012|06/2012|Ohio	2012-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/7/2012|06/2012|Ohio	2012-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/1/2012|06/2012|Ohio	2012-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/9/2012|06/2012|Ohio	2012-06-01	Ohio	?	?	?	?	2002A.2	pdm	?								?
A/swine/Michigan/A01259000/2012|06/19/2012|Michigan	2012-06-19	Michigan	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/12TOSU52/2012|06/22/2012|Ohio	2012-06-22	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU50/2012|06/22/2012|Ohio	2012-06-22	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968364/2012|07/03/2012|Indiana	2012-07-03	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01203624/2012|07/12/2012|Ohio	2012-07-12	Ohio	?	?	?	?	2002A.2	TRIG	?								?
A/swine/Ohio/12TOSU129/2012|07/12/2012|Ohio	2012-07-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU138/2012|07/12/2012|Ohio	2012-07-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968379/2012|07/13/2012|Indiana	2012-07-13	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968370/2012|07/13/2012|Indiana	2012-07-13	Indiana	?	?	?	TRIG	2002B.2	pdm	TRIG								?
A/swine/Indiana/A00968376/2012|07/13/2012|Indiana	2012-07-13	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968373/2012|07/13/2012|Indiana	2012-07-13	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968380/2012|07/18/2012|Indiana	2012-07-18	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/North_Carolina/A01300820/2012|07/19/2012|North_Carolina	2012-07-19	North Carolina	?	?	?	?	2002A.2	pdm	?								?
A/swine/Ohio/12TOSU176/2012|07/19/2012|Ohio	2012-07-19	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU175/2012|07/19/2012|Ohio	2012-07-19	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01203672/2012|07/21/2012|Illinois	2012-07-21	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Iowa/A01243736/2012|07/25/2012|Iowa	2012-07-25	Iowa	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A00968386/2012|07/26/2012|Indiana	2012-07-26	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU293/2012|07/28/2012|Ohio	2012-07-28	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU268/2012|07/28/2012|Ohio	2012-07-28	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01208180/2012|07/31/2012|Ohio	2012-07-31	Ohio	TRIG	?	TRIG	TRIG	?	pdm	TRIG								?
A/swine/Indiana/A01104023/2012|07/31/2012|Indiana	2012-07-31	Indiana	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/A01104016/2012|07/31/2012|Indiana	2012-07-31	Indiana	TRIG	?	TRIG	TRIG	2002B.2	pdm	TRIG								?
A/swine/Indiana/A01104030/2012|08/01/2012|Indiana	2012-08-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01104029/2012|08/01/2012|Indiana	2012-08-01	Indiana	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/A00968390/2012|08/01/2012|Indiana	2012-08-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/12TOSU370/2012|08/2012|Ohio	2012-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU363/2012|08/2012|Ohio	2012-08-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU338/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01133464/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU325/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU374/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU308/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU371/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU318/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU307/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU333/2012|08/03/2012|Ohio	2012-08-03	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU420/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU433/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU411/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01133466/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968397/2012|08/06/2012|Indiana	2012-08-06	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/12TOSU421/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968398/2012|08/06/2012|Indiana	2012-08-06	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU409/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU439/2012|08/06/2012|Ohio	2012-08-06	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968394/2012|08/06/2012|Indiana	2012-08-06	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01208457/2012|08/07/2012|Ohio	2012-08-07	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU464/2012|08/09/2012|Ohio	2012-08-09	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU467/2012|08/09/2012|Ohio	2012-08-09	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Pennsylvania/A01104050/2012|08/09/2012|Pennsylvania	2012-08-09	Pennsylvania	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU450/2012|08/09/2012|Ohio	2012-08-09	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU447/2012|08/09/2012|Ohio	2012-08-09	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968308/2012|08/09/2012|Indiana	2012-08-09	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Pennsylvania/A01104049/2012|08/09/2012|Pennsylvania	2012-08-09	Pennsylvania	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU483/2012|08/10/2012|Ohio	2012-08-10	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU484/2012|08/10/2012|Ohio	2012-08-10	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU522/2012|08/15/2012|Ohio	2012-08-15	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/12TOSU527/2012|08/15/2012|Ohio	2012-08-15	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Maryland/A01104040/2012|08/15/2012|Maryland	2012-08-15	Maryland	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A00152576/2012|08/15/2012|Ohio	2012-08-15	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Maryland/A01104048/2012|08/16/2012|Maryland	2012-08-16	Maryland	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wisconsin/A00677500/2012|08/19/2012|Wisconsin	2012-08-19	Wisconsin	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/321160/2012|08/23/2012|Iowa	2012-08-23	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01203812/2012|09/2012|Illinois	2012-09-01	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/North_Carolina/A01203801/2012|09/2012|North_Carolina	2012-09-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01301908/2012|09/02/2012|Minnesota	2012-09-02	Minnesota	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A00138552/2012|09/02/2012|Ohio	2012-09-02	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260015/2012|09/06/2012|Indiana	2012-09-06	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260041/2012|10/2012|Indiana	2012-10-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01432127/2012|10/2012|Illinois	2012-10-01	Illinois	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01203863/2012|10/2012|Iowa	2012-10-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260048/2012|10/17/2012|Indiana	2012-10-17	Indiana	?	?	?	?	2002A.2	pdm	?								?
A/swine/Iowa/A01267939/2012|10/24/2012|Iowa	2012-10-24	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Tennessee/A01104055/2012|10/25/2012|Tennessee	2012-10-25	Tennessee	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260093/2012|10/30/2012|Indiana	2012-10-30	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01244302/2012|11/2012|Iowa	2012-11-01	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260099/2012|11/02/2012|Indiana	2012-11-02	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01271853/2012|11/06/2012|Indiana	2012-11-06	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260135/2012|11/16/2012|Indiana	2012-11-16	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01442548/2012|11/20/2012|North_Carolina	2012-11-20	North Carolina	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Michigan/A01259003/2012|11/28/2012|Michigan	2012-11-28	Michigan	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01432271/2012|12/2012|Iowa	2012-12-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260163/2012|12/05/2012|Indiana	2012-12-05	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Alabama/D0383/2012|12/11/2012|Alabama	2012-12-11	Alabama	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260169/2012|12/11/2012|Indiana	2012-12-11	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Alabama/A01104056/2012|12/12/2012|Alabama	2012-12-12	Alabama	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Indiana/A01432300/2012|12/13/2012|Indiana	2012-12-13	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01432308/2012|12/18/2012|Iowa	2012-12-18	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01432395/2013|01/2013|Iowa	2013-01-01	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Maryland/A01444460/2013|01/03/2013|Maryland	2013-01-03	Maryland	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01444562/2013|01/13/2013|Wyoming	2013-01-13	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Wyoming/A01444560/2013|01/13/2013|Wyoming	2013-01-13	Wyoming	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01444566/2013|01/13/2013|Wyoming	2013-01-13	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Minnesota/A01280462/2013|01/23/2013|Minnesota	2013-01-23	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260230/2013|02/05/2013|Indiana	2013-02-05	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Wyoming/A01445296/2013|02/08/2013|Wyoming	2013-02-08	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Wyoming/A01445305/2013|02/08/2013|Wyoming	2013-02-08	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Ohio/A01280883/2013|02/15/2013|Ohio	2013-02-15	Ohio	?	?	?	?	2002A.2	pdm	?								?
A/swine/Kansas/13_105721a/2013|02/20/2013|Kansas	2013-02-20	Kansas	?	?	?	?	2002B.2	pdm	?								?
A/swine/Texas/13TOSU0060/2013|02/28/2013|Texas	2013-02-28	Texas	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01432529/2013|03/2013|Iowa	2013-03-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01432584/2013|03/2013|North_Carolina	2013-03-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01432492/2013|03/2013|Indiana	2013-03-01	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01432566/2013|03/2013|North_Carolina	2013-03-01	North Carolina	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01349160/2013|03/05/2013|Minnesota	2013-03-05	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/A01349302/2013|03/12/2013|Ohio	2013-03-12	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/A01349305/2013|03/12/2013|Ohio	2013-03-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260252/2013|03/19/2013|Indiana	2013-03-19	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260254/2013|03/20/2013|Indiana	2013-03-20	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/A01349485/2013|03/22/2013|Ohio	2013-03-22	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01349495/2013|03/22/2013|Ohio	2013-03-22	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Pennsylvania/A01380412/2013|03/26/2013|Pennsylvania	2013-03-26	Pennsylvania	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01379327/2013|03/29/2013|Wyoming	2013-03-29	Wyoming	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01379354/2013|03/29/2013|Wyoming	2013-03-29	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Wyoming/A01379346/2013|03/29/2013|Wyoming	2013-03-29	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A01260261/2013|03/29/2013|Indiana	2013-03-29	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/A01349615/2013|03/29/2013|Ohio	2013-03-29	Ohio	?	?	?	?	2002B.2	pdm	?								?
A/swine/Pennsylvania/A01432652/2013|04/2013|Pennsylvania	2013-04-01	Pennsylvania	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Maryland/A01319694/2013|04/10/2013|Maryland	2013-04-10	Maryland	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260276/2013|04/16/2013|Indiana	2013-04-16	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260280/2013|04/19/2013|Indiana	2013-04-19	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Wyoming/A01380335/2013|04/30/2013|Wyoming	2013-04-30	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Wyoming/A01380322/2013|04/30/2013|Wyoming	2013-04-30	Wyoming	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/A01260284/2013|04/30/2013|Indiana	2013-04-30	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Michigan/A01432678/2013|05/2013|Michigan	2013-05-01	Michigan	?	?	?	?	2002B.2	pdm	?								?
A/swine/Kentucky/D0385/2013|05/20/2013|Kentucky	2013-05-20	Kentucky	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01381202/2013|05/21/2013|Wyoming	2013-05-21	Wyoming	TRIG	TRIG	?	TRIG	2002A.2	pdm	TRIG								?
A/swine/Wyoming/A01381213/2013|05/21/2013|Wyoming	2013-05-21	Wyoming	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/13E045/2013|05/29/2013|Iowa	2013-05-29	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/South_Dakota/A01350803/2013|05/30/2013|South_Dakota	2013-05-30	South Dakota	?	?	?	?	2002B.2	pdm	?								?
A/swine/North_Carolina/A01432835/2013|06/2013|North_Carolina	2013-06-01	North Carolina	?	?	?	?	?	pdm	?								?
A/swine/Illinois/A01432795/2013|06/2013|Illinois	2013-06-01	Illinois	?	?	?	?	2002B.2	pdm	?								?
A/swine/Ohio/13TOSU0410/2013|06/01/2013|Ohio	2013-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13TOSU0411/2013|06/01/2013|Ohio	2013-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01432817/2013|06/2013|Iowa	2013-06-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Iowa/A01432840/2013|06/2013|Iowa	2013-06-01	Iowa	?	?	?	?	2002B.2	pdm	?								?
A/swine/Minnesota/A01350866/2013|06/04/2013|Minnesota	2013-06-04	Minnesota	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260313/2013|06/21/2013|Indiana	2013-06-21	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Wyoming/A01397400/2013|06/25/2013|Wyoming	2013-06-25	Wyoming	?	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG								?
A/swine/Wyoming/A01397389/2013|06/25/2013|Wyoming	2013-06-25	Wyoming	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01260321/2013|06/25/2013|Indiana	2013-06-25	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/A01260322/2013|06/25/2013|Indiana	2013-06-25	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Indiana/13TOSU482/2013|06/27/2013|Indiana	2013-06-27	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/13TOSU490/2013|06/27/2013|Indiana	2013-06-27	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01244805/2013|07/2013|Iowa	2013-07-01	Iowa	?	?	?	?	2002A.2	pdm	?								?
A/swine/Nebraska/A01397576/2013|07/01/2013|Nebraska	2013-07-01	Nebraska	?	?	?	?	2002A.2	pdm	?								?
A/swine/Indiana/13TOSU1207/2013|07/01/2013|Indiana	2013-07-01	Indiana	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
