strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Iowa/A01668207/2016|11/10/2016|Iowa	2016-11-10	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812250/2016|11/14/2016|Indiana	2016-11-14	Indiana	?	?	?	?	2002B.2	pdm	?								?
A/swine/Nebraska/A01785243/2016|11/28/2016|Nebraska	2016-11-28	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A01671000/2016|12/02/2016|North_Carolina	2016-12-02	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Michigan/A01671226/2016|12/06/2016|Michigan	2016-12-06	Michigan	?	?	?	?	2002B.2	?	?								?
A/swine/Arkansas/A01671574/2016|12/21/2016|Arkansas	2016-12-21	Arkansas	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01671744/2016|12/28/2016|Iowa	2016-12-28	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A01671944/2016|12/29/2016|Iowa	2016-12-29	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01672517/2017|01/20/2017|Indiana	2017-01-20	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A01672826/2017|02/01/2017|Nebraska	2017-02-01	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A01932044/2017|02/08/2017|Iowa	2017-02-08	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A01785250/2017|03/06/2017|Nebraska	2017-03-06	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/South_Dakota/A01678486/2017|03/08/2017|South_Dakota	2017-03-08	South Dakota	?	?	?	?	2002A.2	?	?								?
A/swine/Indiana/A02214844/2017|04/03/2017|Indiana	2017-04-03	Indiana	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02214841/2017|04/11/2017|Iowa	2017-04-11	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A01785278/2017|04/11/2017|Nebraska	2017-04-11	Nebraska	?	?	?	?	?	?	?								?
A/swine/Iowa/A02215031/2017|04/12/2017|Iowa	2017-04-12	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02215046/2017|04/26/2017|Nebraska	2017-04-26	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/Kansas/A01378025/2017|05/01/2017|Kansas	2017-05-01	Kansas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A01785261/2017|05/02/2017|Nebraska	2017-05-02	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/13701/2017|06/2017|Ohio	2017-06-01	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Missouri/A02217292/2017|06/16/2017|Missouri	2017-06-16	Missouri	?	?	?	?	?	?	?								?
A/swine/Nebraska/A01785271/2017|06/19/2017|Nebraska	2017-06-19	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A02217400/2017|06/28/2017|Nebraska	2017-06-28	Nebraska	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A01785272/2017|07/03/2017|Nebraska	2017-07-03	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02218156/2017|07/10/2017|Iowa	2017-07-10	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02221499/2017|08/28/2017|Nebraska	2017-08-28	Nebraska	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Texas/A01785298/2017|09/20/2017|Texas	2017-09-20	Texas	?	?	?	?	2002B.2	?	?								?
A/swine/Texas/A01785299/2017|09/25/2017|Texas	2017-09-25	Texas	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/A02134225/2017|10/17/2017|Ohio	2017-10-17	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01785322/2017|10/18/2017|Minnesota	2017-10-18	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02134242/2017|10/23/2017|Iowa	2017-10-23	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A01785325/2017|10/23/2017|Nebraska	2017-10-23	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A01785331/2017|10/25/2017|Nebraska	2017-10-25	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/North_Carolina/A02135886/2017|11/07/2017|North_Carolina	2017-11-07	North Carolina	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02136748/2017|11/17/2017|Iowa	2017-11-17	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A01785373/2017|11/29/2017|South_Dakota	2017-11-29	South Dakota	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A01785375/2017|12/01/2017|South_Dakota	2017-12-01	South Dakota	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A01785383/2017|12/11/2017|Nebraska	2017-12-11	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02138601/2017|12/13/2017|Iowa	2017-12-13	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Texas/A01785420/2018|01/17/2018|Texas	2018-01-17	Texas	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Kansas/A01785429/2018|01/29/2018|Kansas	2018-01-29	Kansas	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A02142683/2018|02/14/2018|Nebraska	2018-02-14	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02154072/2018|02/22/2018|Iowa	2018-02-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02154766/2018|03/02/2018|Iowa	2018-03-02	Iowa	TRIG	TRIG	LAIV	TRIG	2002B.2	pdm	TRIG	T	T	L	T	2	P	T	TTLTPT
A/swine/Kansas/A01378039/2018|03/05/2018|Kansas	2018-03-05	Kansas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02155428/2018|03/09/2018|Nebraska	2018-03-09	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/South_Dakota/A01785471/2018|03/15/2018|South_Dakota	2018-03-15	South Dakota	?	?	?	?	2002A.2	?	?								?
A/swine/SouthDakota/A01678549/2018|03/19/2018|Unknown	2018-03-19	Unknown	?	?	?	?	2002A.2	?	?								?
A/swine/Ohio/OH_18_6906/2018|03/25/2018|Ohio	2018-03-25	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/OH_18_6910/2018|03/26/2018|Ohio	2018-03-26	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01785488/2018|03/27/2018|Minnesota	2018-03-27	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/OH_18_7450/2018|04/02/2018|Ohio	2018-04-02	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/OH_18_7965/2018|04/09/2018|Ohio	2018-04-09	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02157567/2018|04/09/2018|Iowa	2018-04-09	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Ohio/OH18_08582.4/2018|04/15/2018|Ohio	2018-04-15	Ohio	?	?	?	?	?	?	?								?
A/swine/Minnesota/A01678556/2018|04/16/2018|Minnesota	2018-04-16	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Kansas/A01378040/2018|04/16/2018|Kansas	2018-04-16	Kansas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A02157976/2018|04/18/2018|Minnesota	2018-04-18	Minnesota	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02157995/2018|04/24/2018|Nebraska	2018-04-24	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/OH18_09970.4/2018|04/29/2018|Ohio	2018-04-29	Ohio	?	?	?	?	?	?	?								?
A/swine/Ohio/OH18_09978.4/2018|04/29/2018|Ohio	2018-04-29	Ohio	?	?	?	?	?	?	?								?
A/swine/Ohio/18TOSU0342/2018|05/01/2018|Ohio	2018-05-01	Ohio	TRIG	TRIG	pdm	?	?	pdm	TRIG								?
A/swine/Nebraska/A02169069/2018|05/16/2018|Nebraska	2018-05-16	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02158807/2018|05/23/2018|Nebraska	2018-05-23	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Ohio/18TOSU0822/2018|06/01/2018|Ohio	2018-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/18TOSU2860/2018|06/01/2018|Indiana	2018-06-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Kentucky/18TOSU1508/2018|07/01/2018|Kentucky	2018-07-01	Kentucky	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02171019/2018|07/09/2018|Nebraska	2018-07-09	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A01785583/2018|07/11/2018|Nebraska	2018-07-11	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02172377/2018|07/13/2018|Iowa	2018-07-13	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02254607/2018|07/19/2018|Nebraska	2018-07-19	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A02254616/2018|07/25/2018|Nebraska	2018-07-25	Nebraska	TRIG	?	TRIG	TRIG	2002A.2	pdm	TRIG								?
A/swine/Nebraska/A02254796/2018|07/27/2018|Nebraska	2018-07-27	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A02254794/2018|07/30/2018|Nebraska	2018-07-30	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/18TOSU2225/2018|08/01/2018|Indiana	2018-08-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/18TOSU2186/2018|08/01/2018|Indiana	2018-08-01	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02254975/2018|08/10/2018|Iowa	2018-08-10	Iowa	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Nebraska/A01678580/2018|08/24/2018|Nebraska	2018-08-24	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Texas/A01785616/2018|09/11/2018|Texas	2018-09-11	Texas	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Nebraska/A02257337/2018|09/14/2018|Nebraska	2018-09-14	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/Kansas/A01785624/2018|09/19/2018|Kansas	2018-09-19	Kansas	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A01678586/2018|09/20/2018|Minnesota	2018-09-20	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Minnesota/A02266068/2018|10/01/2018|Minnesota	2018-10-01	Minnesota	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02257962/2018|10/03/2018|Iowa	2018-10-03	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A01785636/2018|10/05/2018|Iowa	2018-10-05	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Texas/A01785724/2018|10/29/2018|Texas	2018-10-29	Texas	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02270002/2018|11/14/2018|Iowa	2018-11-14	Iowa	TRIG	LAIV	LAIV	TRIG	2002B.2	pdm	TRIG	T	L	L	T	2	P	T	TLLTPT
A/swine/Kansas/A01785786/2018|12/10/2018|Kansas	2018-12-10	Kansas	?	?	?	?	2002B	?	?								?
A/swine/Illinois/A02427656/2018|12/10/2018|Illinois	2018-12-10	Illinois	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Iowa/A01785787/2018|12/12/2018|Iowa	2018-12-12	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Kansas/A01785815/2019|01/04/2019|Kansas	2019-01-04	Kansas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02429953/2019|01/22/2019|Iowa	2019-01-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A01785951/2019|02/07/2019|Nebraska	2019-02-07	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Kansas/A02430272/2019|02/07/2019|Kansas	2019-02-07	Kansas	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02430278/2019|02/08/2019|Iowa	2019-02-08	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Kansas/A01378042/2019|02/08/2019|Kansas	2019-02-08	Kansas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A01785953/2019|02/13/2019|Minnesota	2019-02-13	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Nebraska/A02430692/2019|02/19/2019|Nebraska	2019-02-19	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A01785988/2019|02/21/2019|South_Dakota	2019-02-21	South Dakota	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A01785987/2019|02/21/2019|South_Dakota	2019-02-21	South Dakota	?	?	?	?	2002B.2	?	?								?
A/swine/Oklahoma/A01785992/2019|02/27/2019|Oklahoma	2019-02-27	Oklahoma	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Kansas/A02245011/2019|03/18/2019|Kansas	2019-03-18	Kansas	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245014/2019|03/18/2019|Minnesota	2019-03-18	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02431613/2019|03/21/2019|Iowa	2019-03-21	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02431880/2019|03/26/2019|Nebraska	2019-03-26	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Minnesota/A02245096/2019|03/28/2019|Minnesota	2019-03-28	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02431991/2019|04/02/2019|Iowa	2019-04-02	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Oklahoma/A02431948/2019|04/03/2019|Oklahoma	2019-04-03	Oklahoma	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02432156/2019|04/08/2019|Iowa	2019-04-08	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Nebraska/A02432059/2019|04/09/2019|Nebraska	2019-04-09	Nebraska	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01812292/2019|04/16/2019|Indiana	2019-04-16	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02245112/2019|04/22/2019|Nebraska	2019-04-22	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02478455/2019|04/25/2019|Iowa	2019-04-25	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478449/2019|04/26/2019|Iowa	2019-04-26	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02478493/2019|05/14/2019|Illinois	2019-05-14	Illinois	?	?	?	?	2002B	?	?								?
A/swine/Iowa/A02478494/2019|05/16/2019|Iowa	2019-05-16	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478516/2019|05/20/2019|Iowa	2019-05-20	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02478510/2019|05/22/2019|Illinois	2019-05-22	Illinois	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478536/2019|06/03/2019|Iowa	2019-06-03	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478529/2019|06/05/2019|Iowa	2019-06-05	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478553/2019|06/07/2019|Iowa	2019-06-07	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Illinois/A02478554/2019|06/10/2019|Illinois	2019-06-10	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478542/2019|06/14/2019|Iowa	2019-06-14	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02478564/2019|06/21/2019|Illinois	2019-06-21	Illinois	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/Iowa/A02478578/2019|07/10/2019|Iowa	2019-07-10	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478584/2019|07/10/2019|Iowa	2019-07-10	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478600/2019|07/26/2019|Iowa	2019-07-26	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A02478607/2019|07/31/2019|South_Dakota	2019-07-31	South Dakota	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02478604/2019|08/01/2019|Iowa	2019-08-01	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478605/2019|08/05/2019|Iowa	2019-08-05	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02478617/2019|08/19/2019|Iowa	2019-08-19	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478623/2019|08/21/2019|Iowa	2019-08-21	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478626/2019|08/22/2019|Indiana	2019-08-22	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478636/2019|08/26/2019|Iowa	2019-08-26	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478649/2019|09/09/2019|Iowa	2019-09-09	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02478666/2019|09/12/2019|North_Carolina	2019-09-12	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Kansas/A02245241/2019|09/13/2019|Kansas	2019-09-13	Kansas	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02478686/2019|09/17/2019|Ohio	2019-09-17	Ohio	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/North_Carolina/A02245252/2019|09/19/2019|North_Carolina	2019-09-19	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245253/2019|09/19/2019|North_Carolina	2019-09-19	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02478682/2019|09/23/2019|Illinois	2019-09-23	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478700/2019|09/24/2019|Iowa	2019-09-24	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245255/2019|09/24/2019|Minnesota	2019-09-24	Minnesota	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A02478703/2019|09/25/2019|Iowa	2019-09-25	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478733/2019|10/01/2019|Indiana	2019-10-01	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478727/2019|10/04/2019|Indiana	2019-10-04	Indiana	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/Iowa/A02478759/2019|10/07/2019|Iowa	2019-10-07	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478758/2019|10/07/2019|Iowa	2019-10-07	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478732/2019|10/08/2019|Indiana	2019-10-08	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478735/2019|10/09/2019|Iowa	2019-10-09	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478750/2019|10/09/2019|Iowa	2019-10-09	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245278/2019|10/09/2019|Minnesota	2019-10-09	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/South_Dakota/A02478745/2019|10/10/2019|South_Dakota	2019-10-10	South Dakota	?	?	?	?	2002A.2	?	?								?
A/swine/North_Carolina/A02245294/2019|10/15/2019|North_Carolina	2019-10-15	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478782/2019|10/15/2019|Iowa	2019-10-15	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478795/2019|10/22/2019|Iowa	2019-10-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478793/2019|10/23/2019|Iowa	2019-10-23	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812297/2019|10/24/2019|Indiana	2019-10-24	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478818/2019|10/28/2019|Indiana	2019-10-28	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478817/2019|10/29/2019|Iowa	2019-10-29	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478825/2019|10/29/2019|Iowa	2019-10-29	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02478819/2019|10/29/2019|Ohio	2019-10-29	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Oklahoma/A02478845/2019|10/31/2019|Oklahoma	2019-10-31	Oklahoma	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245312/2019|10/31/2019|Minnesota	2019-10-31	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Indiana/A02478844/2019|11/04/2019|Indiana	2019-11-04	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478854/2019|11/06/2019|Iowa	2019-11-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478855/2019|11/06/2019|Iowa	2019-11-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478861/2019|11/11/2019|Iowa	2019-11-11	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02478858/2019|11/11/2019|North_Carolina	2019-11-11	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02478879/2019|11/14/2019|Ohio	2019-11-14	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478878/2019|11/14/2019|Iowa	2019-11-14	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Indiana/A02478890/2019|11/19/2019|Indiana	2019-11-19	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/A02245339/2019|11/19/2019|Ohio	2019-11-19	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02478897/2019|11/19/2019|Ohio	2019-11-19	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02478896/2019|11/19/2019|Ohio	2019-11-19	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02478920/2019|11/25/2019|Minnesota	2019-11-25	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02478926/2019|11/25/2019|Illinois	2019-11-25	Illinois	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02478925/2019|11/26/2019|Indiana	2019-11-26	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478921/2019|11/26/2019|Indiana	2019-11-26	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A02245350/2019|12/02/2019|South_Dakota	2019-12-02	South Dakota	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02478930/2019|12/03/2019|Iowa	2019-12-03	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478937/2019|12/04/2019|Iowa	2019-12-04	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478955/2019|12/06/2019|Iowa	2019-12-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245357/2019|12/12/2019|Minnesota	2019-12-12	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812299/2019|12/12/2019|Indiana	2019-12-12	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478976/2019|12/24/2019|Iowa	2019-12-24	Iowa	?	?	?	?	2002A.2	?	?								?
